experiment,plant,genotype,scenario,line,position,sowing,first_valid_image,last_valid_image,harvest,plant_leaf_area,viable,representative
ZA16,0905/B107_H/ZM2745/e05/WD/1/16_05/ARCH2016-04-15,B107_H,WD,16,5,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0906/F335_H/ZM2971/a16/WD/1/16_06/ARCH2016-04-15,F335_H,WD,16,6,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0907/F608_H/ZM2827/d111/WD/1/16_07/ARCH2016-04-15,F608_H,WD,16,7,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0908/EZ47_H/ZM2698/d06/WD/1/16_08/ARCH2016-04-15,EZ47_H,WD,16,8,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0909/PHJ40_H/ZM2915/d168/WD/1/16_09/ARCH2016-04-15,PHJ40_H,WD,16,9,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0910/F284_H/ZM2969/a13/WD/1/16_10/ARCH2016-04-15,F284_H,WD,16,10,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0911/CO158_H/ZM2959/a06/WD/1/16_11/ARCH2016-04-15,CO158_H,WD,16,11,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0912/EP77_H/ZM2811/d99/WD/1/16_12/ARCH2016-04-15,EP77_H,WD,16,12,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0913/Lo1270_H/ZM2887/d151/WD/1/16_13/ARCH2016-04-15,Lo1270_H,WD,16,13,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0914/A158_H/ZM2957/a03/WD/1/16_14/ARCH2016-04-15,A158_H,WD,16,14,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0915/UH_S018_H/ZM2934/d182/WD/1/16_15/ARCH2016-04-15,UH_S018_H,WD,16,15,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0916/LP42_H/ZM4316/p39/WD/1/16_16/ARCH2016-04-15,LP42_H,WD,16,16,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0917/F618_H/ZM2828/d112/WD/1/16_17/ARCH2016-04-15,F618_H,WD,16,17,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0918/HMV5347_H/ZM2845/e29/WD/1/16_18/ARCH2016-04-15,HMV5347_H,WD,16,18,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0919/LH65_H/ZM2861/e32/WD/1/16_19/ARCH2016-04-15,LH65_H,WD,16,19,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0920/UH_P115_H/ZM2932/e57/WD/1/16_20/ARCH2016-04-15,UH_P115_H,WD,16,20,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0921/11430_H/ZM2788/d84/WD/1/16_21/ARCH2016-04-15,11430_H,WD,16,21,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0922/F752_H/ZM2833/d113/WD/1/16_22/ARCH2016-04-15,F752_H,WD,16,22,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0923/UH_4068_H/ZM2978/a24/WD/1/16_23/ARCH2016-04-15,UH_4068_H,WD,16,23,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0924/Lo1180_H/ZM2877/d143/WD/1/16_24/ARCH2016-04-15,Lo1180_H,WD,16,24,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0925/DE811_H/ZM2796/d88/WD/1/16_25/ARCH2016-04-15,DE811_H,WD,16,25,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0926/Lo1038_H/ZM2865/d139/WD/1/16_26/ARCH2016-04-15,Lo1038_H,WD,16,26,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0927/LP32_H/ZM4313/p36/WD/1/16_27/ARCH2016-04-15,LP32_H,WD,16,27,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0928/MS71_H/ZM2783/d79/WD/1/16_28/ARCH2016-04-15,MS71_H,WD,16,28,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0929/F1819_H/ZM2968/a12/WD/1/16_29/ARCH2016-04-15,F1819_H,WD,16,29,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0930/Lo1187_H/ZM2878/d144/WD/1/16_30/ARCH2016-04-15,Lo1187_H,WD,16,30,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0931/LH38_H/ZM2716/d23/WD/1/16_31/ARCH2016-04-15,LH38_H,WD,16,31,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0932/PHG35_H/ZM2910/d166/WD/1/16_32/ARCH2016-04-15,PHG35_H,WD,16,32,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2204.087,True,True
ZA16,0933/UH_P148_H/ZM2933/e58/WD/1/16_33/ARCH2016-04-15,UH_P148_H,WD,16,33,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0934/ML606_H/ZM2769/e12/WD/1/16_34/ARCH2016-04-15,ML606_H,WD,16,34,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0935/FP1_H/ZM2838/d118/WD/1/16_35/ARCH2016-04-15,FP1_H,WD,16,35,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0936/Pa374_H/ZM2954/a39/WD/1/16_36/ARCH2016-04-15,Pa374_H,WD,16,36,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0937/A310_H/ZM2700/d08/WD/1/16_37/ARCH2016-04-15,A310_H,WD,16,37,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0938/EP2008-22_H/ZM2808/e20/WD/1/16_38/ARCH2016-04-15,EP2008-22_H,WD,16,38,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0939/NK807_H/ZM2903/e50/WD/1/16_39/ARCH2016-04-15,NK807_H,WD,16,39,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0940/UH250_H/ZM2718/d25/WD/1/16_40/ARCH2016-04-15,UH250_H,WD,16,40,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0941/F748_H/ZM2746/e06/WD/1/16_41/ARCH2016-04-15,F748_H,WD,16,41,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0942/HMV5301_H/ZM2843/d123/WD/1/16_42/ARCH2016-04-15,HMV5301_H,WD,16,42,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0943/UH_P131_H/ZM2984/a29/WD/1/16_43/ARCH2016-04-15,UH_P131_H,WD,16,43,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0944/EZ5_H/ZM2949/a37/WD/1/16_44/ARCH2016-04-15,EZ5_H,WD,16,44,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0945/W153R_H/ZM2818/d105/WD/1/16_45/ARCH2016-04-15,W153R_H,WD,16,45,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0946/F924_H/ZM2735/d40/WD/1/16_46/ARCH2016-04-15,F924_H,WD,16,46,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0947/DK78010_H/ZM2797/e17/WD/1/16_47/ARCH2016-04-15,DK78010_H,WD,16,47,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0948/B108_H/ZM2763/d61/WD/1/16_48/ARCH2016-04-15,B108_H,WD,16,48,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0949/EZ38_H/ZM2816/d103/WD/1/16_49/ARCH2016-04-15,EZ38_H,WD,16,49,2016-05-10,2016-05-17,2016-06-20,2016-06-20,2165.05,True,True
ZA16,0950/FR19_H/ZM2710/d18/WD/1/16_50/ARCH2016-04-15,FR19_H,WD,16,50,2016-05-10,2016-05-17,2016-06-20,2016-06-20,,True,True
ZA16,0951/LP39_H/ZM4323/p46/WW/3/16_51/ARCH2016-04-15,LP39_H,WW,16,51,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0952/LP3_H/ZM4310/p33/WW/3/16_52/ARCH2016-04-15,LP3_H,WW,16,52,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0953/LP15_H/ZM4284/p07/WW/3/16_53/ARCH2016-04-15,LP15_H,WW,16,53,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0954/LP28_H/ZM4294/p17/WW/3/16_54/ARCH2016-04-15,LP28_H,WW,16,54,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0955/LP26_H/ZM4324/p47/WW/3/16_55/ARCH2016-04-15,LP26_H,WW,16,55,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0956/LP42_H/ZM4316/p39/WW/3/16_56/ARCH2016-04-15,LP42_H,WW,16,56,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0957/LP7_H/ZM4308/p31/WW/3/16_57/ARCH2016-04-15,LP7_H,WW,16,57,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0958/LP8_H/ZM4303/p26/WW/3/16_58/ARCH2016-04-15,LP8_H,WW,16,58,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0959/LP34_H/ZM4325/p48/WW/3/16_59/ARCH2016-04-15,LP34_H,WW,16,59,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0960/LP23_H/ZM4288/p11/WW/3/16_60/ARCH2016-04-15,LP23_H,WW,16,60,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0961/F04402_H/ZM2822/d108/WW/2/17_01/ARCH2016-04-15,F04402_H,WW,17,1,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0962/NC358_H/ZM2786/d82/WW/2/17_02/ARCH2016-04-15,NC358_H,WW,17,2,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0963/HMV5301_H/ZM2843/d123/WW/2/17_03/ARCH2016-04-15,HMV5301_H,WW,17,3,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0964/W604S_H/ZM2941/d187/WW/2/17_04/ARCH2016-04-15,W604S_H,WW,17,4,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0965/Pa35_H/ZM2953/d192/WW/2/17_05/ARCH2016-04-15,Pa35_H,WW,17,5,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0966/Lo1187_H/ZM2878/d144/WW/2/17_06/ARCH2016-04-15,Lo1187_H,WW,17,6,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0967/LP19_H/ZM4306/p29/WW/2/17_07/ARCH2016-04-15,LP19_H,WW,17,7,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0968/B73_H/ZM4330/d01/WW/2/17_08/ARCH2016-04-15,B73_H,WW,17,8,2016-05-10,2016-05-17,2016-06-15,2016-06-15,3462.454,True,True
ZA16,0969/LP46_H/ZM4322/p45/WW/2/17_09/ARCH2016-04-15,LP46_H,WW,17,9,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0970/Lo1038_H/ZM2865/d139/WW/2/17_10/ARCH2016-04-15,Lo1038_H,WW,17,10,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0971/F356_H/ZM2972/a17/WW/2/17_11/ARCH2016-04-15,F356_H,WW,17,11,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0972/B111_H/ZM2944/a34/WW/2/17_12/ARCH2016-04-15,B111_H,WW,17,12,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0973/NDB8_H/ZM2782/d78/WW/2/17_13/ARCH2016-04-15,NDB8_H,WW,17,13,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0974/PHT77_H/ZM2918/d171/WW/2/17_14/ARCH2016-04-15,PHT77_H,WW,17,14,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0975/EA1027_H/ZM2807/d96/WW/2/17_15/ARCH2016-04-15,EA1027_H,WW,17,15,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0976/HMV5343_H/ZM2844/d124/WW/2/17_16/ARCH2016-04-15,HMV5343_H,WW,17,16,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0977/UH_S067_H/ZM2986/a31/WW/2/17_17/ARCH2016-04-15,UH_S067_H,WW,17,17,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0978/B113_H/ZM2751/d51/WW/2/17_18/ARCH2016-04-15,B113_H,WW,17,18,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0979/B109_H/ZM2791/e15/WW/2/17_19/ARCH2016-04-15,B109_H,WW,17,19,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0980/W182B_H/ZM2987/a19/WW/2/17_20/ARCH2016-04-15,W182B_H,WW,17,20,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0981/NKH8431_H/ZM2975/a33/WW/2/17_21/ARCH2016-04-15,NKH8431_H,WW,17,21,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0982/PP147_H/ZM2955/d193/WW/2/17_22/ARCH2016-04-15,PP147_H,WW,17,22,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0983/UH_6179_H/ZM2925/d176/WW/2/17_23/ARCH2016-04-15,UH_6179_H,WW,17,23,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0984/LP29_H/ZM4312/p35/WW/2/17_24/ARCH2016-04-15,LP29_H,WW,17,24,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0985/I205_H/ZM2849/d128/WW/2/17_25/ARCH2016-04-15,I205_H,WW,17,25,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0986/F353_H/ZM2775/d71/WW/2/17_26/ARCH2016-04-15,F353_H,WW,17,26,2016-05-10,2016-05-17,2016-06-15,2016-06-15,3399.275,True,True
ZA16,0987/LP12_H/ZM4304/p27/WW/2/17_27/ARCH2016-04-15,LP12_H,WW,17,27,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0988/HMV5405_H/ZM2734/d39/WW/2/17_28/ARCH2016-04-15,HMV5405_H,WW,17,28,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0989/UH_P131_H/ZM2984/a29/WW/2/17_29/ARCH2016-04-15,UH_P131_H,WW,17,29,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0990/A3_H/ZM2789/e13/WW/2/17_30/ARCH2016-04-15,A3_H,WW,17,30,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0991/F98902_H/ZM2773/d69/WW/2/17_31/ARCH2016-04-15,F98902_H,WW,17,31,2016-05-10,2016-05-17,2016-06-15,2016-06-15,3424.355,True,True
ZA16,0992/EC242C_H/ZM2805/d94/WW/2/17_32/ARCH2016-04-15,EC242C_H,WW,17,32,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0993/UH_6151_H/ZM2979/a25/WW/2/17_33/ARCH2016-04-15,UH_6151_H,WW,17,33,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0994/F608_H/ZM2827/d111/WW/2/17_34/ARCH2016-04-15,F608_H,WW,17,34,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0995/Lo1203_H/ZM2880/d145/WW/2/17_35/ARCH2016-04-15,Lo1203_H,WW,17,35,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0996/Lo1280_H/ZM2890/d153/WW/2/17_36/ARCH2016-04-15,Lo1280_H,WW,17,36,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0997/EP52_H/ZM2706/d14/WW/2/17_37/ARCH2016-04-15,EP52_H,WW,17,37,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0998/F1819_H/ZM2968/a12/WW/2/17_38/ARCH2016-04-15,F1819_H,WW,17,38,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,0999/B108_H/ZM2763/d61/WW/2/17_39/ARCH2016-04-15,B108_H,WW,17,39,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1000/EZ18_H/ZM2812/d100/WW/2/17_40/ARCH2016-04-15,EZ18_H,WW,17,40,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1001/A374_H/ZM2709/d17/WW/2/17_41/ARCH2016-04-15,A374_H,WW,17,41,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1002/B104_H/ZM2721/d28/WW/2/17_42/ARCH2016-04-15,B104_H,WW,17,42,2016-05-10,2016-05-17,2016-06-15,2016-06-15,3488.73,True,True
ZA16,1003/LP14_H/ZM4321/p44/WW/2/17_43/ARCH2016-04-15,LP14_H,WW,17,43,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1004/PHG39_H/ZM2731/d37/WW/2/17_44/ARCH2016-04-15,PHG39_H,WW,17,44,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1005/F584_H/ZM2950/a38/WW/2/17_45/ARCH2016-04-15,F584_H,WW,17,45,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1006/PHV63_H/ZM2919/d172/WW/2/17_46/ARCH2016-04-15,PHV63_H,WW,17,46,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1007/UH_S015_H/ZM2985/a30/WW/2/17_47/ARCH2016-04-15,UH_S015_H,WW,17,47,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1008/LP17_H/ZM4291/p14/WW/2/17_48/ARCH2016-04-15,LP17_H,WW,17,48,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1009/B37_H/ZM2774/d70/WW/2/17_49/ARCH2016-04-15,B37_H,WW,17,49,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1010/F904_H/ZM2967/a11/WW/2/17_50/ARCH2016-04-15,F904_H,WW,17,50,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1011/UH_P089_H/ZM2724/d31/WW/2/17_51/ARCH2016-04-15,UH_P089_H,WW,17,51,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1012/Os426_H/ZM2730/d36/WW/2/17_52/ARCH2016-04-15,Os426_H,WW,17,52,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1013/HMV5409_H/ZM2846/d125/WW/2/17_53/ARCH2016-04-15,HMV5409_H,WW,17,53,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1014/LP24_H/ZM4314/p37/WW/2/17_54/ARCH2016-04-15,LP24_H,WW,17,54,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1015/LH39_H/ZM2858/e30/WW/2/17_55/ARCH2016-04-15,LH39_H,WW,17,55,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1016/W23_H/ZM2737/d42/WW/2/17_56/ARCH2016-04-15,W23_H,WW,17,56,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1017/Lo904_H/ZM2897/e47/WW/2/17_57/ARCH2016-04-15,Lo904_H,WW,17,57,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1018/A347_H/ZM2705/d13/WW/2/17_58/ARCH2016-04-15,A347_H,WW,17,58,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1019/UH_P074_H/ZM2929/d179/WW/2/17_59/ARCH2016-04-15,UH_P074_H,WW,17,59,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1020/DKFAPW_H/ZM2798/e18/WW/2/17_60/ARCH2016-04-15,DKFAPW_H,WW,17,60,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1021/EZ35_H/ZM2814/d101/WW/2/18_01/ARCH2016-04-15,EZ35_H,WW,18,1,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1022/EP10_H/ZM2781/d77/WW/2/18_02/ARCH2016-04-15,EP10_H,WW,18,2,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1023/FR19_H/ZM2710/d18/WW/2/18_03/ARCH2016-04-15,FR19_H,WW,18,3,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1024/LP21_H/ZM4283/p06/WW/2/18_04/ARCH2016-04-15,LP21_H,WW,18,4,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1025/X697_H/ZM2909/d165/WW/2/18_05/ARCH2016-04-15,X697_H,WW,18,5,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1026/UH_P115_H/ZM2932/e57/WW/2/18_06/ARCH2016-04-15,UH_P115_H,WW,18,6,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1027/EP67_H/ZM2809/d97/WW/2/18_07/ARCH2016-04-15,EP67_H,WW,18,7,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1028/UH_P060_H/ZM2927/d177/WW/2/18_08/ARCH2016-04-15,UH_P060_H,WW,18,8,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1029/LP7_H/ZM4308/p31/WW/2/18_09/ARCH2016-04-15,LP7_H,WW,18,9,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1030/B14a_H/ZM2945/d190/WW/2/18_10/ARCH2016-04-15,B14a_H,WW,18,10,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1031/H99_H/ZM2842/d122/WW/2/18_11/ARCH2016-04-15,H99_H,WW,18,11,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1032/CO109_H/ZM2742/d46/WW/2/18_12/ARCH2016-04-15,CO109_H,WW,18,12,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1033/HMV5347_H/ZM2845/e29/WW/2/18_13/ARCH2016-04-15,HMV5347_H,WW,18,13,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1034/Lo1261_H/ZM2885/d149/WW/2/18_14/ARCH2016-04-15,Lo1261_H,WW,18,14,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1035/EP2008-18_H/ZM2727/e02/WW/2/18_15/ARCH2016-04-15,EP2008-18_H,WW,18,15,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1036/ML606_H/ZM2769/e12/WW/2/18_16/ARCH2016-04-15,ML606_H,WW,18,16,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1037/LP38_H/ZM4293/p16/WW/2/18_17/ARCH2016-04-15,LP38_H,WW,18,17,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1038/B100_H/ZM2711/d19/WW/2/18_18/ARCH2016-04-15,B100_H,WW,18,18,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1039/F670_H/ZM2965/a09/WW/2/18_19/ARCH2016-04-15,F670_H,WW,18,19,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1040/PHG83_H/ZM2743/d47/WW/2/18_20/ARCH2016-04-15,PHG83_H,WW,18,20,2016-05-10,2016-05-17,2016-06-15,2016-06-15,3613.302,True,True
ZA16,1041/EC175_H/ZM2804/d93/WW/2/18_21/ARCH2016-04-15,EC175_H,WW,18,21,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1042/PHG47_H/ZM2771/d67/WW/2/18_22/ARCH2016-04-15,PHG47_H,WW,18,22,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1043/LP26_H/ZM4324/p47/WW/2/18_23/ARCH2016-04-15,LP26_H,WW,18,23,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1044/F7001_H/ZM2732/d38/WW/2/18_24/ARCH2016-04-15,F7001_H,WW,18,24,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1045/Va26_H/ZM2938/d184/WW/2/18_25/ARCH2016-04-15,Va26_H,WW,18,25,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1046/LP35_H/ZM4305/p28/WW/2/18_26/ARCH2016-04-15,LP35_H,WW,18,26,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1047/LP9_H/ZM4300/p23/WW/2/18_27/ARCH2016-04-15,LP9_H,WW,18,27,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1048/F04702_H/ZM2824/e24/WW/2/18_28/ARCH2016-04-15,F04702_H,WW,18,28,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1049/F7019_H/ZM2829/e25/WW/2/18_29/ARCH2016-04-15,F7019_H,WW,18,29,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1050/LP32_H/ZM4313/p36/WW/2/18_30/ARCH2016-04-15,LP32_H,WW,18,30,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1051/EZ47_H/ZM2698/d06/WW/2/18_31/ARCH2016-04-15,EZ47_H,WW,18,31,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1052/Lo1123_H/ZM2873/e39/WW/2/18_32/ARCH2016-04-15,Lo1123_H,WW,18,32,2016-05-10,2016-05-17,2016-06-15,2016-06-15,4215.206,True,True
ZA16,1053/F7057_H/ZM2831/e27/WW/2/18_33/ARCH2016-04-15,F7057_H,WW,18,33,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1054/Lo1172_H/ZM2876/d142/WW/2/18_34/ARCH2016-04-15,Lo1172_H,WW,18,34,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1055/UH_P066_H/ZM2983/a28/WW/2/18_35/ARCH2016-04-15,UH_P066_H,WW,18,35,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1056/EC334_H/ZM2806/d95/WW/2/18_36/ARCH2016-04-15,EC334_H,WW,18,36,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1057/LP34_H/ZM4325/p48/WW/2/18_37/ARCH2016-04-15,LP34_H,WW,18,37,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
ZA16,1058/Lo1301_H/ZM2896/e46/WW/2/18_38/ARCH2016-04-15,Lo1301_H,WW,18,38,2016-05-10,2016-05-17,2016-06-15,2016-06-15,,True,True
